,Location,NFIA-Nuc_engagement
chr4_168978499_168978514,orientated upstream,1
chr7_22713665_22713680,orientated upstream,1
chr8_90511663_90511678,orientated upstream,1
chr1_143820050_143820065,orientated upstream,1
chr1_182303793_182303808,orientated upstream,1
chr11_67467124_67467139,orientated upstream,1
chr16_28421530_28421545,orientated upstream,1
chr3_154276093_154276108,orientated upstream,1
chr3_50708769_50708784,orientated upstream,1
chr8_139800084_139800099,orientated upstream,1
chr1_149728591_149728606,orientated upstream,1
chr1_86990632_86990647,orientated upstream,1
chr10_63930050_63930065,orientated upstream,1
chr12_124398018_124398033,orientated upstream,1
chr21_38965939_38965954,orientated upstream,1
chr9_106036008_106036023,orientated upstream,1
chrX_107709044_107709059,orientated upstream,1
chr1_26755343_26755358,orientated upstream,1
chr12_113374163_113374178,orientated upstream,1
chr12_92340875_92340890,orientated upstream,1
chr3_51581759_51581774,orientated upstream,1
chr6_160016120_160016135,orientated upstream,1
chr6_89680355_89680370,orientated upstream,1
chrX_139008369_139008384,orientated upstream,1
chr10_128597105_128597120,orientated upstream,1
chr10_35711823_35711838,orientated upstream,1
chr12_101021635_101021650,orientated upstream,1
chr12_46160322_46160337,orientated upstream,1
chr15_45637972_45637987,orientated upstream,1
chr2_8753768_8753783,orientated upstream,1
chr22_42341319_42341334,orientated upstream,1
chr5_170168229_170168244,orientated upstream,1
chr6_143968022_143968037,orientated upstream,1
chr7_144936511_144936526,orientated upstream,1
chr9_128568636_128568651,orientated upstream,1
chr11_3123433_3123448,orientated upstream,1
chr12_39458915_39458930,orientated upstream,1
chr17_40826669_40826684,orientated upstream,1
chr19_33155834_33155849,orientated upstream,1
chr2_218864406_218864421,orientated upstream,1
chr2_219125888_219125903,orientated upstream,1
chr2_73684428_73684443,orientated upstream,1
chr20_38326103_38326118,orientated upstream,1
chr4_68491248_68491263,orientated upstream,1
chr6_106670429_106670444,orientated upstream,1
chr7_134200976_134200991,orientated upstream,1
chr7_151994100_151994115,orientated upstream,1
chr7_68441803_68441818,orientated upstream,1
chr8_116934320_116934335,orientated upstream,1
chr8_38182147_38182162,orientated upstream,1
chr1_154965330_154965345,orientated upstream,1
chr1_165543568_165543583,orientated upstream,1
chr1_203328967_203328982,orientated upstream,1
chr1_932028_932043,orientated upstream,1
chr11_278225_278240,orientated upstream,1
chr11_78030681_78030696,orientated upstream,1
chr12_128621488_128621503,orientated upstream,1
chr15_45155939_45155954,orientated upstream,1
chr17_39181489_39181504,orientated upstream,1
chr18_13232266_13232281,orientated upstream,1
chr19_11279600_11279615,orientated upstream,1
chr2_195694722_195694737,orientated upstream,1
chr2_85416160_85416175,orientated upstream,1
chr8_140964814_140964829,orientated upstream,1
chr1_1098135_1098150,orientated upstream,1
chr1_1442559_1442574,orientated upstream,1
chr1_19734547_19734562,orientated upstream,1
chr1_21984378_21984393,orientated upstream,1
chr14_75733087_75733102,orientated upstream,1
chr15_66842981_66842996,orientated upstream,1
chr16_4840331_4840346,orientated upstream,1
chr3_4356091_4356106,orientated upstream,1
chr5_68369113_68369128,orientated upstream,1
chr10_131922775_131922790,orientated upstream,1
chr11_45177172_45177187,orientated upstream,1
chr15_78243775_78243790,orientated upstream,1
chr19_34961972_34961987,orientated upstream,1
chr19_57281292_57281307,orientated upstream,1
chr2_177747066_177747081,orientated upstream,1
chr2_30256328_30256343,orientated upstream,1
chr20_2080723_2080738,orientated upstream,1
chr20_62380762_62380777,orientated upstream,1
chr22_23718901_23718916,orientated upstream,1
chr7_131042745_131042760,orientated upstream,1
chr12_126787786_126787801,orientated upstream,1
chr13_80675635_80675650,orientated upstream,1
chr14_33565428_33565443,orientated upstream,1
chr15_82845794_82845809,orientated upstream,1
chr17_45395013_45395028,orientated upstream,1
chr2_158202668_158202683,orientated upstream,1
chr2_27317273_27317288,orientated upstream,1
chr20_9141266_9141281,orientated upstream,1
chr3_65685786_65685801,orientated upstream,1
chr4_55811132_55811147,orientated upstream,1
chr4_72451503_72451518,orientated upstream,1
chr6_136709620_136709635,orientated upstream,1
chr6_49782966_49782981,orientated upstream,1
chr7_94253170_94253185,orientated upstream,1
chrX_40248023_40248038,orientated upstream,1
chr1_17861857_17861872,orientated upstream,1
chr15_27271695_27271710,orientated upstream,1
chr2_10087577_10087592,orientated upstream,1
chr2_47034637_47034652,orientated upstream,1
chr20_58460477_58460492,orientated upstream,1
chr3_152911184_152911199,orientated upstream,1
chr3_49966428_49966443,orientated upstream,1
chr1_32062787_32062802,orientated upstream,1
chr1_32211993_32212008,orientated upstream,1
chr15_63056061_63056076,orientated upstream,1
chr17_50412370_50412385,orientated upstream,1
chr2_170313317_170313332,orientated upstream,1
chr4_144145002_144145017,orientated upstream,1
chr5_178635396_178635411,orientated upstream,1
chr6_149906218_149906233,orientated upstream,1
chr6_158647745_158647760,orientated upstream,1
chr7_132816143_132816158,orientated upstream,1
chr7_36262469_36262484,orientated upstream,1
chr1_114173869_114173884,orientated upstream,1
chr1_165266668_165266683,orientated upstream,1
chr1_183219214_183219229,orientated upstream,1
chr1_27037694_27037709,orientated upstream,1
chr11_11990059_11990074,orientated upstream,1
chr16_44247_44262,orientated upstream,1
chr19_14343478_14343493,orientated upstream,1
chr4_151610426_151610441,orientated upstream,1
chr8_61701578_61701593,orientated upstream,1
chr11_46290235_46290250,orientated upstream,1
chr14_100285210_100285225,orientated upstream,1
chr17_40071855_40071870,orientated upstream,1
chr2_62293567_62293582,orientated upstream,1
chr2_64105024_64105039,orientated upstream,1
chr21_29489154_29489169,orientated upstream,1
chr22_40855808_40855823,orientated upstream,1
chr3_186932572_186932587,orientated upstream,1
chr5_174425396_174425411,orientated upstream,1
chr5_176627003_176627018,orientated upstream,1
chr5_21199294_21199309,orientated upstream,1
chr5_54722429_54722444,orientated upstream,1
chr6_82735356_82735371,orientated upstream,1
chr7_112073087_112073102,orientated upstream,1
chr8_11760109_11760124,orientated upstream,1
chr1_110620516_110620531,orientated upstream,1
chr1_157270883_157270898,orientated upstream,1
chr1_21418198_21418213,orientated upstream,1
chr1_7469623_7469638,orientated upstream,1
chr11_25746065_25746080,orientated upstream,1
chr12_103791523_103791538,orientated upstream,1
chr12_131097899_131097914,orientated upstream,1
chr2_159593540_159593555,orientated upstream,1
chr2_166127488_166127503,orientated upstream,1
chr2_35606587_35606602,orientated upstream,1
chr20_33638912_33638927,orientated upstream,1
chr22_19720954_19720969,orientated upstream,1
chr5_123450827_123450842,orientated upstream,1
chr5_149756527_149756542,orientated upstream,1
chr7_116705610_116705625,orientated upstream,1
chr7_132758197_132758212,orientated upstream,1
chr7_149545901_149545916,orientated upstream,1
chr7_36315509_36315524,orientated upstream,1
chr8_124717431_124717446,orientated upstream,1
chr8_15454234_15454249,orientated upstream,1
chrX_130019515_130019530,orientated upstream,1
chr1_109793700_109793715,orientated upstream,1
chr1_155871484_155871499,orientated upstream,1
chr1_200407469_200407484,orientated upstream,1
chr1_99971076_99971091,orientated upstream,1
chr10_22987891_22987906,orientated upstream,1
chr10_5554463_5554478,orientated upstream,1
chr11_124661744_124661759,orientated upstream,1
chr11_60357936_60357951,orientated upstream,1
chr12_47964535_47964550,orientated upstream,1
chr12_71972832_71972847,orientated upstream,1
chr14_100678631_100678646,orientated upstream,1
chr15_51047175_51047190,orientated upstream,1
chr16_75262692_75262707,orientated upstream,1
chr17_50114229_50114244,orientated upstream,1
chr17_57605676_57605691,orientated upstream,1
chr19_41299915_41299930,orientated upstream,1
chr2_172308028_172308043,orientated upstream,1
chr20_32982648_32982663,orientated upstream,1
chr22_40372817_40372832,orientated upstream,1
chr3_107112563_107112578,orientated upstream,1
chr3_107294299_107294314,orientated upstream,1
chr5_42870656_42870671,orientated upstream,1
chr5_43140588_43140603,orientated upstream,1
chr6_36856481_36856496,orientated upstream,1
chr9_133378598_133378613,orientated upstream,1
chr9_37219212_37219227,orientated upstream,1
chrX_147885272_147885287,orientated upstream,1
chr13_109700266_109700281,orientated downstream,1
chr11_72759185_72759200,orientated downstream,1
chr2_25833791_25833806,orientated downstream,1
chr13_28568538_28568553,orientated downstream,1
chr19_45179632_45179647,orientated downstream,1
chr15_65525877_65525892,orientated downstream,1
chr3_19147572_19147587,orientated downstream,1
chr15_99451003_99451018,orientated downstream,1
chr17_1736827_1736842,orientated downstream,1
chr5_83265491_83265506,orientated downstream,1
chr5_74976816_74976831,orientated downstream,1
chr20_43557713_43557728,orientated downstream,1
chr3_170717598_170717613,orientated downstream,1
chr6_15221994_15222009,orientated downstream,1
chr16_76668534_76668549,orientated downstream,1
chr9_72293133_72293148,orientated downstream,1
chr18_46375125_46375140,orientated downstream,1
chr4_48122956_48122971,orientated downstream,1
chr2_12006122_12006137,orientated downstream,1
chr20_1712405_1712420,orientated downstream,1
chr1_31216181_31216196,orientated downstream,1
chr1_90822133_90822148,orientated downstream,1
chr1_120132039_120132054,orientated downstream,1
chr5_85823992_85824007,orientated downstream,1
chr12_116542795_116542810,orientated downstream,1
chr1_116871210_116871225,orientated downstream,1
chr1_208186120_208186135,orientated downstream,1
chr17_58335978_58335993,orientated downstream,1
chr12_55712303_55712318,orientated downstream,1
chr11_78386441_78386456,orientated downstream,1
chr3_126895771_126895786,orientated downstream,1
chr9_97293292_97293307,orientated downstream,1
chr17_47225520_47225535,orientated downstream,1
chr9_5688256_5688271,orientated downstream,1
chr18_70286552_70286567,orientated downstream,1
chr1_29633893_29633908,orientated downstream,1
chr16_53465762_53465777,orientated downstream,1
chr10_113898187_113898202,orientated downstream,1
chr2_136141713_136141728,orientated downstream,1
chr8_140973205_140973220,orientated downstream,1
chr9_136012268_136012283,orientated downstream,1
chr1_121036775_121036790,orientated downstream,1
chr6_49772433_49772448,orientated downstream,1
chr2_26982491_26982506,orientated downstream,1
chr6_149066404_149066419,orientated downstream,1
chr9_135130393_135130408,orientated downstream,1
chr1_109922858_109922873,orientated downstream,1
chr18_11388094_11388109,orientated downstream,1
chr3_118943779_118943794,orientated downstream,1
chr6_16781890_16781905,orientated downstream,1
chr8_93398107_93398122,orientated downstream,1
chr13_51786330_51786345,orientated downstream,1
chr19_19459759_19459774,orientated downstream,1
chr20_39004695_39004710,orientated downstream,1
chr4_10019107_10019122,orientated downstream,1
chr7_107180593_107180608,orientated downstream,1
chr14_73465218_73465233,orientated downstream,1
chr15_55345473_55345488,orientated downstream,1
chr16_73572355_73572370,orientated downstream,1
chrX_66017083_66017098,orientated downstream,1
chr11_112318268_112318283,orientated downstream,1
chr17_47240182_47240197,orientated downstream,1
chr9_126908407_126908422,orientated downstream,1
chr10_3750271_3750286,orientated downstream,1
chr15_62403396_62403411,orientated downstream,1
chr19_17425229_17425244,orientated downstream,1
chr2_233218044_233218059,orientated downstream,1
chr20_63274636_63274651,orientated downstream,1
chr9_94086704_94086719,orientated downstream,1
chr15_64802189_64802204,orientated downstream,1
chr15_78494999_78495014,orientated downstream,1
chr17_50176337_50176352,orientated downstream,1
chr3_172646806_172646821,orientated downstream,1
chr6_108559311_108559326,orientated downstream,1
chr11_120347392_120347407,orientated downstream,1
chr19_7773058_7773073,orientated downstream,1
chr2_156083602_156083617,orientated downstream,1
chr2_207726416_207726431,orientated downstream,1
chr2_48573055_48573070,orientated downstream,1
chr22_16592427_16592442,orientated downstream,1
chr5_127959542_127959557,orientated downstream,1
chr6_41953326_41953341,orientated downstream,1
chr1_231242024_231242039,orientated downstream,1
chr1_31444998_31445013,orientated downstream,1
chr1_58718681_58718696,orientated downstream,1
chr20_46568831_46568846,orientated downstream,1
chr9_128419127_128419142,orientated downstream,1
chrX_48068666_48068681,orientated downstream,1
chr10_110620261_110620276,orientated downstream,1
chr15_41972685_41972700,orientated downstream,1
chr19_3745849_3745864,orientated downstream,1
chr22_45318332_45318347,orientated downstream,1
chr4_186824148_186824163,orientated downstream,1
chr1_8005008_8005023,orientated downstream,1
chr10_122882978_122882993,orientated downstream,1
chr14_77882237_77882252,orientated downstream,1
chr19_41308747_41308762,orientated downstream,1
chr5_172817355_172817370,orientated downstream,1
chr8_21814213_21814228,orientated downstream,1
chrX_155820259_155820274,orientated downstream,1
chr10_48365192_48365207,orientated downstream,1
chr11_66952195_66952210,orientated downstream,1
chr12_124518684_124518699,orientated downstream,1
chr17_57545031_57545046,orientated downstream,1
chr17_45144552_45144567,orientated downstream,1
chr2_110948458_110948473,orientated downstream,1
chr20_47415505_47415520,orientated downstream,1
chr5_141867791_141867806,orientated downstream,1
chr8_21909354_21909369,orientated downstream,1
chrX_66021935_66021950,orientated downstream,1
chr12_68243422_68243437,orientated downstream,1
chr14_34175167_34175182,orientated downstream,1
chr16_28421530_28421545,orientated downstream,1
chr3_121651885_121651900,orientated downstream,1
chr7_101734162_101734177,orientated downstream,1
chr8_17265429_17265444,orientated downstream,1
chr1_2528333_2528348,orientated downstream,1
chr1_86990632_86990647,orientated downstream,1
chr1_90202169_90202184,orientated downstream,1
chr10_63930050_63930065,orientated downstream,1
chr16_69324435_69324450,orientated downstream,1
chr2_66553551_66553566,orientated downstream,1
chr2_88686525_88686540,orientated downstream,1
chr21_38965939_38965954,orientated downstream,1
chr7_152445584_152445599,orientated downstream,1
chr1_154940002_154940017,orientated downstream,1
chr1_165208019_165208034,orientated downstream,1
chr11_3466477_3466492,orientated downstream,1
chr12_104439350_104439365,orientated downstream,1
chr12_24695298_24695313,orientated downstream,1
chr17_57449035_57449050,orientated downstream,1
chr2_240387842_240387857,orientated downstream,1
chr20_1300269_1300284,orientated downstream,1
chr1_234997495_234997510,orientated downstream,1
chr11_713001_713016,orientated downstream,1
chr11_9145048_9145063,orientated downstream,1
chr12_101021635_101021650,orientated downstream,1
chr13_39578026_39578041,orientated downstream,1
chr20_64014004_64014019,orientated downstream,1
chr22_42341319_42341334,orientated downstream,1
chr4_109068103_109068118,orientated downstream,1
chr7_97868972_97868987,orientated downstream,1
chr1_118995510_118995525,orientated downstream,1
chr1_44327976_44327991,orientated downstream,1
chr1_61639424_61639439,orientated downstream,1
chr16_79519642_79519657,orientated downstream,1
chr17_82188786_82188801,orientated downstream,1
chr19_55547566_55547581,orientated downstream,1
chr3_126907740_126907755,orientated downstream,1
chr4_68491248_68491263,orientated downstream,1
chr6_10099333_10099348,orientated downstream,1
chr1_143660625_143660640,orientated downstream,1
chr1_16176067_16176082,orientated downstream,1
chr1_228526944_228526959,orientated downstream,1
chr1_54787975_54787990,orientated downstream,1
chr11_16226426_16226441,orientated downstream,1
chr11_65288882_65288897,orientated downstream,1
chr11_68141100_68141115,orientated downstream,1
chr12_109098509_109098524,orientated downstream,1
chr12_30929072_30929087,orientated downstream,1
chr15_79902147_79902162,orientated downstream,1
chr2_156999864_156999879,orientated downstream,1
chr2_215280506_215280521,orientated downstream,1
chr2_54957601_54957616,orientated downstream,1
chr20_50379475_50379490,orientated downstream,1
chr20_55166191_55166206,orientated downstream,1
chr22_44680753_44680768,orientated downstream,1
chr3_9906671_9906686,orientated downstream,1
chr7_111642742_111642757,orientated downstream,1
chr7_134187727_134187742,orientated downstream,1
chr8_41755140_41755155,orientated downstream,1
chr9_96334170_96334185,orientated downstream,1
chrX_40066900_40066915,orientated downstream,1
chr1_156690166_156690181,orientated downstream,1
chr1_6831562_6831577,orientated downstream,1
chr10_122740851_122740866,orientated downstream,1
chr11_32259747_32259762,orientated downstream,1
chr11_43997477_43997492,orientated downstream,1
chr19_35692346_35692361,orientated downstream,1
chr2_204491818_204491833,orientated downstream,1
chr21_9796496_9796511,orientated downstream,1
chr3_28301780_28301795,orientated downstream,1
chr3_33914253_33914268,orientated downstream,1
chr6_106416129_106416144,orientated downstream,1
chr6_110497496_110497511,orientated downstream,1
chr9_128175875_128175890,orientated downstream,1
chrX_119685927_119685942,orientated downstream,1
chr1_119249485_119249500,orientated downstream,1
chr1_180901261_180901276,orientated downstream,1
chr1_205613493_205613508,orientated downstream,1
chr12_57616962_57616977,orientated downstream,1
chr12_9313716_9313731,orientated downstream,1
chr15_43565456_43565471,orientated downstream,1
chr22_31122570_31122585,orientated downstream,1
chr3_17057620_17057635,orientated downstream,1
chr3_194350249_194350264,orientated downstream,1
chr3_85388243_85388258,orientated downstream,1
chr4_78802273_78802288,orientated downstream,1
chr4_99301004_99301019,orientated downstream,1
chr9_127941957_127941972,orientated downstream,1
chr10_114175862_114175877,orientated downstream,1
chr10_70295556_70295571,orientated downstream,1
chr11_107741296_107741311,orientated downstream,1
chr11_34508678_34508693,orientated downstream,1
chr12_124493398_124493413,orientated downstream,1
chr12_76183668_76183683,orientated downstream,1
chr12_89876015_89876030,orientated downstream,1
chr14_33565428_33565443,orientated downstream,1
chr16_50147141_50147156,orientated downstream,1
chr17_31224511_31224526,orientated downstream,1
chr17_58109372_58109387,orientated downstream,1
chr19_18520001_18520016,orientated downstream,1
chr2_174915338_174915353,orientated downstream,1
chr2_195848327_195848342,orientated downstream,1
chr2_24050810_24050825,orientated downstream,1
chr21_32112430_32112445,orientated downstream,1
chr21_42684500_42684515,orientated downstream,1
chr22_29004183_29004198,orientated downstream,1
chr3_125376443_125376458,orientated downstream,1
chr8_130042569_130042584,orientated downstream,1
chr9_93890637_93890652,orientated downstream,1
chrX_40100371_40100386,orientated downstream,1
chr1_158460563_158460578,orientated downstream,1
chr1_17633969_17633984,orientated downstream,1
chr1_5527338_5527353,orientated downstream,1
chr1_70649909_70649924,orientated downstream,1
chr1_94634668_94634683,orientated downstream,1
chr12_25197807_25197822,orientated downstream,1
chr15_72136325_72136340,orientated downstream,1
chr16_57341858_57341873,orientated downstream,1
chr17_31299817_31299832,orientated downstream,1
chr19_30871064_30871079,orientated downstream,1
chr2_10087577_10087592,orientated downstream,1
chr22_23068277_23068292,orientated downstream,1
chr22_44753860_44753875,orientated downstream,1
chr3_116580070_116580085,orientated downstream,1
chr3_37731015_37731030,orientated downstream,1
chr6_28311178_28311193,orientated downstream,1
chr6_79866702_79866717,orientated downstream,1
chr7_2687592_2687607,orientated downstream,1
chr7_65252149_65252164,orientated downstream,1
chrX_155314256_155314271,orientated downstream,1
chr1_62271302_62271317,orientated downstream,1
chr11_75347116_75347131,orientated downstream,1
chr15_40815494_40815509,orientated downstream,1
chr15_62736687_62736702,orientated downstream,1
chr15_99602180_99602195,orientated downstream,1
chr16_2570188_2570203,orientated downstream,1
chr16_89053652_89053667,orientated downstream,1
chr17_28761390_28761405,orientated downstream,1
chr17_50412370_50412385,orientated downstream,1
chr17_66809886_66809901,orientated downstream,1
chr2_170313317_170313332,orientated downstream,1
chr2_47951110_47951125,orientated downstream,1
chr2_72330852_72330867,orientated downstream,1
chr22_26545410_26545425,orientated downstream,1
chr3_152933326_152933341,orientated downstream,1
chr3_53949734_53949749,orientated downstream,1
chr5_109322349_109322364,orientated downstream,1
chr7_100643715_100643730,orientated downstream,1
chr8_27811095_27811110,orientated downstream,1
chr1_17122892_17122907,orientated downstream,1
chr1_192159297_192159312,orientated downstream,1
chr10_103766172_103766187,orientated downstream,1
chr10_110423743_110423758,orientated downstream,1
chr10_68261340_68261355,orientated downstream,1
chr10_95998434_95998449,orientated downstream,1
chr12_31743069_31743084,orientated downstream,1
chr12_57840272_57840287,orientated downstream,1
chr15_81178547_81178562,orientated downstream,1
chr16_25814670_25814685,orientated downstream,1
chr16_27644399_27644414,orientated downstream,1
chr16_75258906_75258921,orientated downstream,1
chr17_46614714_46614729,orientated downstream,1
chr2_12430711_12430726,orientated downstream,1
chr2_173299929_173299944,orientated downstream,1
chr2_235365937_235365952,orientated downstream,1
chr20_41895804_41895819,orientated downstream,1
chr22_42686921_42686936,orientated downstream,1
chr3_55562864_55562879,orientated downstream,1
chr5_148559649_148559664,orientated downstream,1
chr5_150649787_150649802,orientated downstream,1
chr5_66666960_66666975,orientated downstream,1
chr5_74169792_74169807,orientated downstream,1
chr6_130022927_130022942,orientated downstream,1
chr6_139708480_139708495,orientated downstream,1
chr6_35971123_35971138,orientated downstream,1
chr7_36639066_36639081,orientated downstream,1
chr1_170075377_170075392,orientated downstream,1
chr10_69880398_69880413,orientated downstream,1
chr11_86742795_86742810,orientated downstream,1
chr12_57272550_57272565,orientated downstream,1
chr14_73810671_73810686,orientated downstream,1
chr16_85509234_85509249,orientated downstream,1
chr17_42562982_42562997,orientated downstream,1
chr2_126950700_126950715,orientated downstream,1
chr20_49626035_49626050,orientated downstream,1
chr3_186932572_186932587,orientated downstream,1
chr4_163172576_163172591,orientated downstream,1
chr5_174425396_174425411,orientated downstream,1
chr6_113028186_113028201,orientated downstream,1
chr7_112073087_112073102,orientated downstream,1
chr7_127396413_127396428,orientated downstream,1
chr7_152270669_152270684,orientated downstream,1
chrX_55026056_55026071,orientated downstream,1
chr1_169168208_169168223,orientated downstream,1
chr1_205317756_205317771,orientated downstream,1
chr1_24914164_24914179,orientated downstream,1
chr10_58159022_58159037,orientated downstream,1
chr10_70681044_70681059,orientated downstream,1
chr12_114355551_114355566,orientated downstream,1
chr12_27967963_27967978,orientated downstream,1
chr14_77581154_77581169,orientated downstream,1
chr14_81416075_81416090,orientated downstream,1
chr17_17604023_17604038,orientated downstream,1
chr17_34624386_34624401,orientated downstream,1
chr17_47593962_47593977,orientated downstream,1
chr17_59239119_59239134,orientated downstream,1
chr18_31275093_31275108,orientated downstream,1
chr19_50895145_50895160,orientated downstream,1
chr2_112085949_112085964,orientated downstream,1
chr2_189421903_189421918,orientated downstream,1
chr20_48879787_48879802,orientated downstream,1
chr22_24555657_24555672,orientated downstream,1
chr22_26763743_26763758,orientated downstream,1
chr22_30228012_30228027,orientated downstream,1
chr3_155244403_155244418,orientated downstream,1
chr4_46386762_46386777,orientated downstream,1
chr5_61886410_61886425,orientated downstream,1
chr5_96537147_96537162,orientated downstream,1
chr6_133993063_133993078,orientated downstream,1
chr6_43770032_43770047,orientated downstream,1
chr6_7086036_7086051,orientated downstream,1
chr7_149545901_149545916,orientated downstream,1
chr7_151675872_151675887,orientated downstream,1
chr7_23213835_23213850,orientated downstream,1
chr8_102794499_102794514,orientated downstream,1
chr8_123922142_123922157,orientated downstream,1
chr9_134125888_134125903,orientated downstream,1
chr9_14437880_14437895,orientated downstream,1
chr1_224268067_224268082,orientated downstream,1
chr1_225655874_225655889,orientated downstream,1
chr1_7557601_7557616,orientated downstream,1
chr10_17779970_17779985,orientated downstream,1
chr11_113674302_113674317,orientated downstream,1
chr12_125171662_125171677,orientated downstream,1
chr14_100678631_100678646,orientated downstream,1
chr14_105061531_105061546,orientated downstream,1
chr15_63729514_63729529,orientated downstream,1
chr16_15032696_15032711,orientated downstream,1
chr19_40414587_40414602,orientated downstream,1
chr19_41991373_41991388,orientated downstream,1
chr19_6864506_6864521,orientated downstream,1
chr2_109125104_109125119,orientated downstream,1
chr2_177667836_177667851,orientated downstream,1
chr2_39732631_39732646,orientated downstream,1
chr2_58773595_58773610,orientated downstream,1
chr2_67923905_67923920,orientated downstream,1
chr20_3181446_3181461,orientated downstream,1
chr21_32980058_32980073,orientated downstream,1
chr21_43833571_43833586,orientated downstream,1
chr3_138937303_138937318,orientated downstream,1
chr3_194696863_194696878,orientated downstream,1
chr3_33487970_33487985,orientated downstream,1
chr3_40725530_40725545,orientated downstream,1
chr5_104292319_104292334,orientated downstream,1
chr5_1118434_1118449,orientated downstream,1
chr5_136143096_136143111,orientated downstream,1
chr5_170633583_170633598,orientated downstream,1
chr5_177494839_177494854,orientated downstream,1
chr6_119416389_119416404,orientated downstream,1
chr6_150890774_150890789,orientated downstream,1
chr6_159279855_159279870,orientated downstream,1
chr8_140766372_140766387,orientated downstream,1
chr9_110172709_110172724,orientated downstream,1
chr9_128825735_128825750,orientated downstream,1
chr9_72235497_72235512,orientated downstream,1
chr3_14948180_14948195,orientated upstream,1.041392685
chr11_66982229_66982244,orientated upstream,1.041392685
chr3_14439652_14439667,orientated upstream,1.041392685
chr5_61408733_61408748,orientated upstream,1.041392685
chr5_134140750_134140765,orientated upstream,1.041392685
chr3_9749811_9749826,orientated upstream,1.041392685
chr17_601697_601712,orientated upstream,1.041392685
chr16_68732143_68732158,orientated upstream,1.041392685
chr10_78043773_78043788,orientated upstream,1.041392685
chr1_11804968_11804983,orientated upstream,1.041392685
chr14_101962656_101962671,orientated upstream,1.041392685
chr12_54307237_54307252,orientated upstream,1.041392685
chr7_74587523_74587538,orientated upstream,1.041392685
chr5_138464172_138464187,orientated upstream,1.041392685
chr1_101258033_101258048,orientated upstream,1.041392685
chr15_67794996_67795011,orientated upstream,1.041392685
chr1_153627655_153627670,orientated upstream,1.041392685
chr14_105482124_105482139,orientated upstream,1.041392685
chr3_72797977_72797992,orientated upstream,1.041392685
chr17_42566929_42566944,orientated upstream,1.041392685
chr19_3710583_3710598,orientated upstream,1.041392685
chr7_149623414_149623429,orientated upstream,1.041392685
chr12_65193259_65193274,orientated upstream,1.041392685
chr9_90805158_90805173,orientated upstream,1.041392685
chr17_15651776_15651791,orientated upstream,1.041392685
chr6_109242187_109242202,orientated upstream,1.041392685
chr5_159342034_159342049,orientated upstream,1.041392685
chr11_96156253_96156268,orientated upstream,1.041392685
chr7_100247400_100247415,orientated upstream,1.041392685
chr17_6476981_6476996,orientated upstream,1.041392685
chr14_64762402_64762417,orientated upstream,1.041392685
chr4_122700331_122700346,orientated upstream,1.041392685
chr3_136343937_136343952,orientated upstream,1.041392685
chr10_98415277_98415292,orientated upstream,1.041392685
chr18_183956_183971,orientated upstream,1.041392685
chr9_33791398_33791413,orientated upstream,1.041392685
chr7_55409677_55409692,orientated upstream,1.041392685
chr12_7970954_7970969,orientated upstream,1.041392685
chr2_176005220_176005235,orientated upstream,1.041392685
chr1_31101165_31101180,orientated upstream,1.041392685
chr10_124646681_124646696,orientated upstream,1.041392685
chr15_75930002_75930017,orientated upstream,1.041392685
chr14_72924548_72924563,orientated upstream,1.041392685
chr2_58967927_58967942,orientated upstream,1.041392685
chr12_124506407_124506422,orientated upstream,1.041392685
chr17_57440603_57440618,orientated upstream,1.041392685
chr22_17867657_17867672,orientated upstream,1.041392685
chr1_54577804_54577819,orientated upstream,1.041392685
chr17_78144475_78144490,orientated upstream,1.041392685
chr7_117026757_117026772,orientated upstream,1.041392685
chr6_31777371_31777386,orientated upstream,1.041392685
chr2_43168839_43168854,orientated upstream,1.041392685
chr2_74585505_74585520,orientated upstream,1.041392685
chr17_81002506_81002521,orientated upstream,1.041392685
chr7_143420082_143420097,orientated upstream,1.041392685
chr6_158917818_158917833,orientated upstream,1.041392685
chr15_89383828_89383843,orientated upstream,1.041392685
chr5_172141816_172141831,orientated upstream,1.041392685
chr5_72166747_72166762,orientated upstream,1.041392685
chr19_8439087_8439102,orientated upstream,1.041392685
chr1_207223093_207223108,orientated upstream,1.041392685
chr11_448033_448048,orientated upstream,1.041392685
chr20_4064764_4064779,orientated upstream,1.041392685
chr4_55734000_55734015,orientated upstream,1.041392685
chr4_76308807_76308822,orientated upstream,1.041392685
chr1_75643715_75643730,orientated upstream,1.041392685
chr2_182941532_182941547,orientated upstream,1.041392685
chr5_105840970_105840985,orientated upstream,1.041392685
chr8_129005258_129005273,orientated upstream,1.041392685
chr6_115838952_115838967,orientated upstream,1.041392685
chr7_152180778_152180793,orientated upstream,1.041392685
chr11_64503539_64503554,orientated upstream,1.041392685
chr3_23949985_23950000,orientated upstream,1.041392685
chr1_23273581_23273596,orientated upstream,1.041392685
chr5_180085295_180085310,orientated upstream,1.041392685
chr4_105637602_105637617,orientated upstream,1.041392685
chr9_37972426_37972441,orientated upstream,1.041392685
chr2_102291370_102291385,orientated upstream,1.041392685
chr1_53146320_53146335,orientated upstream,1.041392685
chr12_104177963_104177978,orientated upstream,1.041392685
chr20_62651371_62651386,orientated upstream,1.041392685
chr11_60345695_60345710,orientated upstream,1.041392685
chr3_65669761_65669776,orientated upstream,1.041392685
chr1_38991621_38991636,orientated upstream,1.041392685
